title,std_title,category,n
证券投资顾问/助理,证券投资顾问/助理,财富管理与投资顾问,1
证券开户专员,证券开户专员,其他运营支持,1
证券市场总监,证券市场总监,其他运营支持,1
证券客户转化与运营岗/五险二金+上市国企,证券客户转化与运营,客户营销与销售,1
证券实习生,证券实习生,客户营销与销售,1
证券基金经理,证券基金经理,投资研究与投行,1
证券员工型经纪人,证券员工型经纪人,客户营销与销售,1
证券后台岗,证券后台,风险管理,1
证券服务经理-南京 (MJ000353),证券服务经理-南京,其他运营支持,1
软件测试-银行金融,软件测试-银行金融,软件研发与测试运维,1
软件开发工程师【黄河银行】,软件开发工程师,软件研发与测试运维,1
软件开发实习生,软件开发实习生,软件研发与测试运维,1
软件开发-银行驻场,软件开发-银行驻场,软件研发与测试运维,1
软件工程师（java）,软件工程师,软件研发与测试运维,1
软件工程师【桂林银行】(J15488),软件工程师,软件研发与测试运维,1
软件工程师【南宁】(J15596),软件工程师,软件研发与测试运维,1
软件工程师(J15821),软件工程师,软件研发与测试运维,1
软件工程师(J15816),软件工程师,软件研发与测试运维,1
软件工程师(J15812),软件工程师,软件研发与测试运维,1
软件工程师(J15622),软件工程师,软件研发与测试运维,1
软件工程师(J15406),软件工程师,软件研发与测试运维,1
软件工程师(J15227),软件工程师,软件研发与测试运维,1
财富顾问/理财师/资产配置师,财富经理,财富管理与投资顾问,1
软件工程师,软件工程师,软件研发与测试运维,1
软件客户成功+双休+五险一金+上市集团,软件客户成功+双休+五险一金+上市集团,客户营销与销售,1
软件实施工程师（Java/数据库ETL）,软件实施工程师,产品与需求管理,1
软件产品经理（财务共享、资金、预算等）,软件产品经理,产品与需求管理,1
软件产品经理,软件产品经理,产品与需求管理,1
车载诊断仪Android开发工程师,车载诊断仪android开发工程师,软件研发与测试运维,1
路由交换运维工程师（初面线上 复试现场）,路由交换运维工程师,软件研发与测试运维,1
跨境支付销售总监,跨境支付销售总监,客户营销与销售,1
跨境支付渠道总监,跨境支付渠道总监,客户营销与销售,1
跨境支付商务经理（全国不限城市）,跨境支付商务经理,客户营销与销售,1
跨境支付商务拓展经理,跨境支付商务拓展经理,客户营销与销售,1
跨境支付区域负责人,跨境支付区域负责人,风险管理,1
跨境支付BD（收单方向）,跨境支付bd,客户营销与销售,1
软件工程师(J15083),软件工程师,软件研发与测试运维,1
运营服务岗,运营服务,其他运营支持,1
运营主管,运营主管,其他运营支持,1
运营专员,运营专员,其他运营支持,1
运维（中高级 北京  中信数科）,运维,软件研发与测试运维,1
运维配管,运维配管,软件研发与测试运维,1
运维经理,运维经理,软件研发与测试运维,1
运维开发（赣州银行）,运维开发,软件研发与测试运维,1
运维开发-银行,运维开发-银行,软件研发与测试运维,1
运维工程师（银行驻场）,运维工程师,软件研发与测试运维,1
运维工程师（有夜班）,运维工程师,软件研发与测试运维,1
运维工程师（安全运营）,运维工程师,软件研发与测试运维,1
运维专员,运维专员,软件研发与测试运维,1
运维/实施工程师（急招）,运维/实施工程师,产品与需求管理,1
软件测试实习生 (MJ004005),软件测试实习生,软件研发与测试运维,1
软件项目经理（司库）,软件项目经理,产品与需求管理,1
软件项目经理助理,软件项目经理助理,产品与需求管理,1
软件项目管理,软件项目管理,产品与需求管理,1
软件销售（带薪培训）,软件销售,客户营销与销售,1
软件销售岗 (MJ011717)+五险一金+周末双休,软件销售岗+五险一金+周末,客户营销与销售,1
软件销售专员,软件销售专员,客户营销与销售,1
软件销售,软件销售,客户营销与销售,1
软件运维工程师,软件运维工程师,软件研发与测试运维,1
软件运维实习生（长沙） (MJ001133),软件运维实习生,软件研发与测试运维,1
软件测试（需出差）,软件测试,软件研发与测试运维,1
软件测试（线上面试）,软件测试,软件研发与测试运维,1
软件测试（珠海工商银行）,软件测试,软件研发与测试运维,1
软件测试工程师-CS (MJ000128),软件测试工程师-cs,软件研发与测试运维,1
软件测试工程师(富德),测试工程师,软件研发与测试运维,1
软件高级开发,软件高级开发,软件研发与测试运维,1
财经IP岗（出镜）,财经ip,投资研究与投行,1
财经IP,财经ip,其他运营支持,1
财税高级顾问,财税高级顾问,财务分析与财税咨询,1
财税顾问,财税咨询顾问,财务分析与财税咨询,1
财税软件实施顾问,财税软件实施顾问,财务分析与财税咨询,1
财税软件实施 (MJ011653),财税软件实施,财务分析与财税咨询,1
财税老师,财税老师,财务分析与财税咨询,1
财税服务专员,财税服务专员,财务分析与财税咨询,1
财税实施工程师,财税实施工程师,财务分析与财税咨询,1
财税实施岗（廊坊）,财税实施,财务分析与财税咨询,1
财税培训讲师,财税培训讲师,财务分析与财税咨询,1
财税咨询顾问（双休/五险一金）,财税咨询顾问,财务分析与财税咨询,1
财税咨询顾问,财税咨询顾问,财务分析与财税咨询,1
跨境支付BD经理（深圳） (MJ001274),跨境支付bd经理,客户营销与销售,1
财税专家岗（深闽片区）,财税专家,财务分析与财税咨询,1
财税专家,财税专家,财务分析与财税咨询,1
财税SaaS软件实施顾问,财税saas软件实施顾问,财务分析与财税咨询,1
财富顾问，经纪人，财富顾问总监,财富经理,财富管理与投资顾问,1
财富顾问，客户经理,财富顾问，客户经理,财富管理与投资顾问,1
财富顾问（江门发展大道营业部）,财富经理,财富管理与投资顾问,1
财富顾问（抚州乐安）,财富经理,财富管理与投资顾问,1
财富顾问（投资顾问）,财富经理,财富管理与投资顾问,1
财富顾问总监、财富顾问、证券经纪人,财富顾问总监,财富管理与投资顾问,1
财富顾问团队长,财富顾问团队长,财富管理与投资顾问,1
财富顾问、经纪人、财富顾问总监,财富经理,财富管理与投资顾问,1
财富顾问、经纪人,财富顾问、经纪人,财富管理与投资顾问,1
财富顾问、理财顾问（六险两金）,财富顾问、理财顾问,财富管理与投资顾问,1
财富顾问/财富经理,财富顾问/财富经理,财富管理与投资顾问,1
财税咨询专家（亿企赢）,财税咨询专家,财务分析与财税咨询,1
跨境支付BD经理（杭州） (MJ001199),跨境支付bd经理,客户营销与销售,1
跨境支付/收款 商务总监,跨境支付/收款商务总监,其他运营支持,1
赣州前端开发岗,赣州前端开发,软件研发与测试运维,1
赣南办事处客户经理,赣南办事处客户经理,客户营销与销售,1
资金管理专员,资金管理专员,其他运营支持,1
资讯顾问,资讯顾问,客户营销与销售,1
资源采购工程师 (MJ001524),资源采购工程师,软件研发与测试运维,1
资深金融数据产品经理,金融数据产品经理,数据分析与数据工程,1
资深跨境支付BD总监,跨境支付bd总监,客户营销与销售,1
资深网络工程师,网络工程师,软件研发与测试运维,1
资深支付BD/销售经理/客户经理,支付bd,客户营销与销售,1
资深支付BD,支付bd,客户营销与销售,1
资深后端开发工程师,后端开发工程师,软件研发与测试运维,1
财经主播,财经主播,投资研究与投行,1
资深java开发,java开发工程师,软件研发与测试运维,1
资深DBA,dba,数据分析与数据工程,1
资产盘点项目负责人,资产盘点项目负责人,财务会计核算,1
资产盘点实习生（莆田）,资产盘点实习生,财务会计核算,1
资产盘点实习生,资产盘点实习生,财务会计核算,1
资产盘点专员,资产盘点专员,财务会计核算,1
资产清查交付实习生,资产清查交付实习生,其他运营支持,1
贵宾理财经理/理财经理,贵宾理财经理/理财经理,财富管理与投资顾问,1
账户业务岗,账户业务,风险管理,1
账户业务岗,账户业务,财务会计核算,1
账户业务,账户业务,财务会计核算,1
账务处理,账务处理,财务会计核算,1
财经资讯运营,财经资讯运营,其他运营支持,1
财经讲师,财经讲师,其他运营支持,1
资深java开发工程师,java开发工程师,软件研发与测试运维,1
ai产品运营,ai产品运营,算法与AI工程,1
ai产品经理(营销方向),ai产品经理,算法与AI工程,1
[金融银行结算等】Java后端开发工程师,java后端开发工程师,软件研发与测试运维,1
Web前端开发工程师（银行）,web前端开发工程师,软件研发与测试运维,1
Web前端工程师,web前端工程师,软件研发与测试运维,1
VIP理财经理（无需拓客）,vip理财经理,财富管理与投资顾问,1
VIP理财经理,vip理财经理,财富管理与投资顾问,1
VIP理财师（天天基金）,vip理财师,财富管理与投资顾问,1
VIP接待经理（集团总部）,vip接待经理,其他运营支持,1
UI设计师（金融）,ui设计师,软件研发与测试运维,1
UI/UX设计师,ui/ux设计师,其他运营支持,1
UI/UE设计师,ui/ue设计师,其他运营支持,1
TA清算（GLJJ）,ta清算,其他运营支持,1
建设银行信贷经理,建设银行信贷经理,信贷与授信审批,1
SRE高级工程师(可签香港合同),sre高级工程师,软件研发与测试运维,1
SRE工程师（应届生/初级）,sre工程师,软件研发与测试运维,1
SAP顾问,sap顾问,产品与需求管理,1
SAAS软件销售BD-厦门（上市公司）,saas软件销售bd,客户营销与销售,1
SAAS渠道经理,saas渠道经理,客户营销与销售,1
Qt/C++ 软件开发工程师（UI方向),qt,其他运营支持,1
QE/QC,qe/qc,产品与需求管理,1
Python（信银国际+统本双证学信网）,python,其他运营支持,1
Python开发工程师,python开发工程师,软件研发与测试运维,1
Python—人工智能项目开发,python,其他运营支持,1
Python,python,产品与需求管理,1
PWA（财富顾问岗）,pwa,财富管理与投资顾问,1
PWA(私人财富顾问),pwa,财富管理与投资顾问,1
NLP算法工程师,nlp算法工程师,算法与AI工程,1
SRE高级工程师【上市公司+可签香港合同】,sre高级工程师,软件研发与测试运维,1
java大数据开发工程师,java大数据开发工程师,数据分析与数据工程,1
java中高级工程师-上市公司-自有大厦办公,java中高级工程师,软件研发与测试运维,1
java中级开发工程师<急招>,java中级开发工程师<急招>,软件研发与测试运维,1
java中级开发工程师,java中级开发工程师,软件研发与测试运维,1
java(五险一金全额）,java开发工程师,软件研发与测试运维,1
iu设计师,iu设计师,其他运营支持,1
it审计,it审计,合规审计与法务,1
ios工程师(银行项目)！！！,ios工程师！！！,软件研发与测试运维,1
iOS（学信网统本+理工科+长期稳定）,ios,软件研发与测试运维,1
iOS高级研发工程师,ios高级研发工程师,软件研发与测试运维,1
hrbp实习生,hrbp实习生,其他运营支持,1
hrbp,hrbp,其他运营支持,1
hadoop大数据工程师（邮储银行项目）,hadoop大数据工程师,数据分析与数据工程,1
hadoop大数据工程师(合肥邮储银行),hadoop大数据工程师,数据分析与数据工程,1
ai开发工程师（大模型方向）,ai开发工程师,算法与AI工程,1
etl开发工程师,etl开发工程师,数据分析与数据工程,1
devops运维工程师,devops运维工程师,软件研发与测试运维,1
devops工程师（会Java 六险一金 上市双休）,devops工程师,软件研发与测试运维,1
dba,dba,数据分析与数据工程,1
c语言,c语言,其他运营支持,1
c++高级工程师,c++高级工程师,软件研发与测试运维,1
c++开发工程师,c++开发工程师,软件研发与测试运维,1
c++开发专家,c++开发专家,软件研发与测试运维,1
c++/c开发工程师,c++/c开发工程师,软件研发与测试运维,1
bi工程师,bi工程师,数据分析与数据工程,1
android开发工程师【华人银行】,android开发工程师,软件研发与测试运维,1
android客户端开发工程师,android客户端开发工程师,客户营销与销售,1
ai运营专员,ai运营专员,算法与AI工程,1
ai解决方案工程师,ai解决方案工程师,产品与需求管理,1
flink开发工程师（特征库）,flink开发工程师,软件研发与测试运维,1
Java高级工程师,java高级工程师,软件研发与测试运维,1
Java高级-上市公司-六险一金-双休-福利好,java高级,软件研发与测试运维,1
Java软件工程师（驻场华夏银行）,java软件工程师,软件研发与测试运维,1
Java软件工程师（金融）,java软件工程师,软件研发与测试运维,1
Java软件工程师（赣州本地）,java软件工程师,软件研发与测试运维,1
Java短期(11月底),java短期,软件研发与测试运维,1
Java数据库改造银行，短期项目到11月,java数据库改造银行,软件研发与测试运维,1
Java技术经理【驻场赣州】,java技术经理,软件研发与测试运维,1
Java开发（银行项目）,java开发工程师,软件研发与测试运维,1
Java开发（银行中间业务）,java开发工程师,软件研发与测试运维,1
Java开发（银行-线上面试-长期稳定）,java开发工程师,软件研发与测试运维,1
Java开发（线上面试）,java开发工程师,软件研发与测试运维,1
Java开发（短期）,java开发工程师,软件研发与测试运维,1
Java开发（湖州）,java开发工程师,软件研发与测试运维,1
MES运维,mes运维,软件研发与测试运维,1
Java开发（桂林上班）,java开发工程师,软件研发与测试运维,1
Java开发（新疆）,java开发工程师,软件研发与测试运维,1
Java开发（应届25，一本，口语6）,java开发工程师,软件研发与测试运维,1
Java开发（学信网全日制可查）,java开发工程师,软件研发与测试运维,1
Java开发（太平人寿）,java开发工程师,软件研发与测试运维,1
Java开发（外派到面）-非996双休,java开发工程师,软件研发与测试运维,1
Java开发（南宁稳定）,java开发工程师,软件研发与测试运维,1
Java开发（南京）(J15482),java开发工程师,软件研发与测试运维,1
Java开发（初中高级）,java开发工程师,软件研发与测试运维,1
Java开发（初/中/高级）,java开发工程师,软件研发与测试运维,1
Java开发（六险一金 上市双休）,java开发工程师,软件研发与测试运维,1
Java开发运维工程师（DevSecOps 方向）,java开发运维工程师,软件研发与测试运维,1
Java开发工程师（银行长期项目）,java开发工程师,软件研发与测试运维,1
Java开发工程师（邮储银行项目）,java开发工程师,软件研发与测试运维,1
Java开发（浙江）,java开发工程师,软件研发与测试运维,1
MCU软件工程师,mcu软件工程师,软件研发与测试运维,1
Linux系统工程师,linux系统工程师,软件研发与测试运维,1
LLM/NLP算法工程师（base总部）,llm/nlp算法工程师,算法与AI工程,1
KA客户代表（上市集团、双休、五险一金）,ka客户代表,客户营销与销售,1
KA 大客直营客户经理（深圳）,ka大客直营客户经理,客户营销与销售,1
Java，银行经验,java，银行经验,软件研发与测试运维,1
Java（面试定薪）-银行项目,java-银行项目,软件研发与测试运维,1
Java（陕西信合）(J12834),java开发工程师,软件研发与测试运维,1
Java（银行项目  能出差）,java开发工程师,软件研发与测试运维,1
Java（银行支付业务）,java开发工程师,软件研发与测试运维,1
Java（金融）,java开发工程师,软件研发与测试运维,1
Java（线上面试+福州上班+通过率高）,java开发工程师,软件研发与测试运维,1
Java（短期）,java开发工程师,软件研发与测试运维,1
Java（短期项目）驻场银行,java驻场银行,软件研发与测试运维,1
Java高级开发工程师,java高级开发工程师,软件研发与测试运维,1
Java（滨海新区）,java开发工程师,软件研发与测试运维,1
Java（湖州银行，双休）,java开发工程师,软件研发与测试运维,1
Java（港交行驻场开发）,java开发工程师,软件研发与测试运维,1
Java（招行信用卡，双休）,java开发工程师,软件研发与测试运维,1
Java（成都邮储银行）,java开发工程师,软件研发与测试运维,1
Java（大数据组件开发）,java开发工程师,软件研发与测试运维,1
Java（外派银行项目）,java开发工程师,软件研发与测试运维,1
Java（南洋商业银行外包驻场）,java开发工程师,软件研发与测试运维,1
Java（初中高都招+上市公司+稳定待遇好）,java开发工程师,软件研发与测试运维,1
Java（AI智能体）,java开发工程师,软件研发与测试运维,1
Java（8月份搬去视高）,java开发工程师,软件研发与测试运维,1
Java（2-3年的贷款工作经验）,java开发工程师,软件研发与测试运维,1
Java（ 银行双休）,java开发工程师,软件研发与测试运维,1
Java高级开发工程师（组长）,java高级开发工程师,软件研发与测试运维,1
Java（熟练kafka）,java开发工程师,软件研发与测试运维,1
中级etl工程师（一表通项目）,etl工程师,数据分析与数据工程,1
中级Java（金融或保险经验）,java开发工程师,软件研发与测试运维,1
中级Java（五险一金全额缴纳）工行,java工行,软件研发与测试运维,1
中级Java开发工程师（北京）,java开发工程师,软件研发与测试运维,1
中级Java开发工程师（五险一金，双休）,java开发工程师,软件研发与测试运维,1
中级JAVA（六险一金+双休+上市公司）,java开发工程师,软件研发与测试运维,1
中级JAVA工程师-自研岗位,java开发工程师,软件研发与测试运维,1
中级JAVA工程师,java开发工程师,软件研发与测试运维,1
中级JAVA【上海】,java开发工程师,软件研发与测试运维,1
中级AI,ai,算法与AI工程,1
中/高级java开发工程师,中,软件研发与测试运维,1
中/高级JAVA工程师-上海,中,其他运营支持,1
中/高级JAVA,中/高级java,软件研发与测试运维,1
个贷客户经理,个贷客户经理,客户营销与销售,1
java工程师（西安邮储银行）,java开发工程师,软件研发与测试运维,1
东北证券投资银行实习生,东北证券投资银行实习生,投资研究与投行,1
业务运营（央企 电商平台 现场面试+稳定）,业务运营,其他运营支持,1
业务运营经理,业务运营经理,其他运营支持,1
业务运营岗（集团框架协议）-资深,业务运营岗-资深,其他运营支持,1
业务运营岗（AI方向）-27届暑期 (MJ002943),业务运营岗-27届暑期,产品与需求管理,1
业务运营专员（五险一金、双休）,业务运营专员,其他运营支持,1
业务运营专员,业务运营专员,财务会计核算,1
业务运维工程师,业务运维工程师,软件研发与测试运维,1
业务系统工单运维,业务系统工单运维,软件研发与测试运维,1
业务管培生,业务管培生,其他运营支持,1
业务测试岗 (MJ011315),业务测试,软件研发与测试运维,1
业务支持 (MJ002463),业务支持,其他运营支持,1
业务推动岗,业务推动,其他运营支持,1
业务咨询顾问,业务咨询顾问,产品与需求管理,1
两卡联动客户经理,两卡联动客户经理,客户营销与销售,1
中高级Java,java开发工程师,软件研发与测试运维,1
中高级JAVA开发,java开发工程师,软件研发与测试运维,1
中高级JAVA工程师（审计项目）,java开发工程师,软件研发与测试运维,1
中高级JAVA工程师,java开发工程师,软件研发与测试运维,1
中级软件测试工程师（保险核心）,测试工程师,软件研发与测试运维,1
中级软件测试工程师,测试工程师,软件研发与测试运维,1
中级软件开发工程师/JAVA(000536),软件开发工程师,软件研发与测试运维,1
中级自动化测试工程师-上市公司-福利好,自动化测试工程师,软件研发与测试运维,1
中级测试（工行）五险一金全额,测试五险一金全额,软件研发与测试运维,1
中级测试工程师（上期所）,测试工程师,软件研发与测试运维,1
中级测试工程师【学信可查】,测试工程师,软件研发与测试运维,1
中级数据开发工程师,数据开发工程师,数据分析与数据工程,1
中级工程师(J15811),工程师,软件研发与测试运维,1
中级工程师(J15810),工程师,软件研发与测试运维,1
中级etl开发工程师,etl开发工程师,数据分析与数据工程,1
中级实施顾问,实施顾问,产品与需求管理,1
中级安卓开发工程师,安卓开发工程师,软件研发与测试运维,1
中级大数据组件Java开发 - （丰台 - 民生）,大数据组件java开发,数据分析与数据工程,1
中级前端（上市公司/双休/福利待遇好）,前端,软件研发与测试运维,1
中级前端工程师,前端工程师,软件研发与测试运维,1
中级前端(vue3),前端,软件研发与测试运维,1
中级react前端（外派工行 学信网）,react前端,软件研发与测试运维,1
中级java开发工程师（企业应用）,java开发工程师,软件研发与测试运维,1
中级java开发工程师【济南】,java开发工程师,软件研发与测试运维,1
